date,crypto,forecast_price,model
2022-03-13,DOGE,0.15009324392386575,PROPHET
2022-03-14,DOGE,0.1514444985105841,PROPHET
2022-03-15,DOGE,0.15267773244269606,PROPHET
2022-03-16,DOGE,0.15374555363782585,PROPHET
2022-03-17,DOGE,0.15460534795371703,PROPHET
2022-03-18,DOGE,0.15522102500834994,PROPHET
2022-03-19,DOGE,0.15556467179473274,PROPHET
2022-03-20,DOGE,0.15561806496404215,PROPHET
2022-03-21,DOGE,0.15537399469224633,PROPHET
2022-03-22,DOGE,0.15483735641266488,PROPHET
2022-03-23,DOGE,0.15402597133468932,PROPHET
2022-03-24,DOGE,0.15297110248443926,PROPHET
2022-03-25,DOGE,0.1517176398703112,PROPHET
2022-03-26,DOGE,0.15032393613767447,PROPHET
2022-03-27,DOGE,0.14886128254668002,PROPHET
2022-03-28,DOGE,0.1474130240783756,PROPHET
2022-03-29,DOGE,0.14607332171996937,PROPHET
2022-03-30,DOGE,0.14494557926315582,PROPHET
2022-03-31,DOGE,0.14414056102634384,PROPHET
2022-04-01,DOGE,0.14377423553935628,PROPHET
2022-04-02,DOGE,0.14396538817275845,PROPHET
2022-04-03,DOGE,0.144833052732015,PROPHET
2022-04-04,DOGE,0.14649381796687555,PROPHET
2022-04-05,DOGE,0.14905906959415213,PROPHET
2022-03-07,DOT,28.749714576684802,PROPHET
2022-03-08,DOT,28.170726136768586,PROPHET
2022-03-09,DOT,27.59986284100493,PROPHET
2022-03-10,DOT,27.04833638577061,PROPHET
2022-03-11,DOT,26.526626185764506,PROPHET
2022-03-12,DOT,26.044231259463018,PROPHET
2022-03-13,DOT,25.609446181325982,PROPHET
2022-03-14,DOT,25.22916687588741,PROPHET
2022-03-15,DOT,24.908731292608277,PROPHET
2022-03-16,DOT,24.65179912553331,PROPHET
2022-03-17,DOT,24.46027375071256,PROPHET
2022-03-18,DOT,24.33426847261743,PROPHET
2022-03-19,DOT,24.272118026793784,PROPHET
2022-03-20,DOT,24.270435109898045,PROPHET
2022-03-21,DOT,24.32421053144907,PROPHET
2022-03-22,DOT,24.426954435563978,PROPHET
2022-03-23,DOT,24.57087495666281,PROPHET
2022-03-24,DOT,24.747089679946114,PROPHET
2022-03-25,DOT,24.945864402709688,PROPHET
2022-03-26,DOT,25.15687296025431,PROPHET
2022-03-27,DOT,25.36947131071123,PROPHET
2022-03-28,DOT,25.572978682650152,PROPHET
2022-03-29,DOT,25.75695838920713,PROPHET
2022-03-30,DOT,25.91149090884695,PROPHET
2022-03-31,DOT,26.027432026651027,PROPHET
2022-04-01,DOT,26.096649216931283,PROPHET
2022-04-02,DOT,26.112230018137506,PROPHET
2022-04-03,DOT,26.068656889850793,PROPHET
2022-04-04,DOT,25.96194392983983,PROPHET
2022-04-05,DOT,25.789731843176106,PROPHET
2022-03-07,ETH,2512.015274905683,PROPHET
2022-03-08,ETH,2493.895384050283,PROPHET
2022-03-09,ETH,2478.3983436268877,PROPHET
2022-03-10,ETH,2465.545143784508,PROPHET
2022-03-11,ETH,2455.292669176657,PROPHET
2022-03-12,ETH,2447.5350054445953,PROPHET
2022-03-13,ETH,2442.1063395123588,PROPHET
2022-03-14,ETH,2438.7854097023,PROPHET
2022-03-15,ETH,2437.3014222608394,PROPHET
2022-03-16,ETH,2437.3413126904634,PROPHET
2022-03-17,ETH,2438.558194318252,PROPHET
2022-03-18,ETH,2440.580803739483,PROPHET
2022-03-19,ETH,2443.023724056373,PROPHET
2022-03-20,ETH,2445.4981429949976,PROPHET
2022-03-21,ETH,2447.6228847244547,PROPHET
2022-03-22,ETH,2449.0354420948274,PROPHET
2022-03-23,ETH,2449.4027304817196,PROPHET
2022-03-24,ETH,2448.4312857359514,PROPHET
2022-03-25,ETH,2445.876636992487,PROPHET
2022-03-26,ETH,2441.5516002097174,PROPHET
2022-03-27,ETH,2435.3332600408157,PROPHET
2022-03-28,ETH,2427.1684355572033,PROPHET
2022-03-29,ETH,2417.0774588636023,PROPHET
2022-03-30,ETH,2405.1561340261505,PROPHET
2022-03-31,ETH,2391.5757861042603,PROPHET
2022-04-01,ETH,2376.581355446959,PROPHET
2022-04-02,ETH,2360.4875397048486,PROPHET
2022-04-03,ETH,2343.6730340743516,PROPHET
2022-04-04,ETH,2326.57296795247,PROPHET
2022-04-05,ETH,2309.6696822459403,PROPHET
2022-03-07,LTC,107.42845160785602,PROPHET
2022-03-08,LTC,105.97685812683135,PROPHET
2022-03-09,LTC,104.70058929579628,PROPHET
2022-03-10,LTC,103.61570404020792,PROPHET
2022-03-11,LTC,102.73385004436895,PROPHET
2022-03-12,LTC,102.06207409247399,PROPHET
2022-03-13,LTC,101.60274725194097,PROPHET
2022-03-14,LTC,101.35360810367109,PROPHET
2022-03-15,LTC,101.30792430303812,PROPHET
2022-03-16,LTC,101.45476975004308,PROPHET
2022-03-17,LTC,101.77941163390426,PROPHET
2022-03-18,LTC,102.26379867319326,PROPHET
2022-03-19,LTC,102.8871390770727,PROPHET
2022-03-20,LTC,103.62655418272334,PROPHET
2022-03-21,LTC,104.45779145246567,PROPHET
2022-03-22,LTC,105.35597860920132,PROPHET
2022-03-23,LTC,106.29639921052625,PROPHET
2022-03-24,LTC,107.25526896080125,PROPHET
2022-03-25,LTC,108.21049157569294,PROPHET
2022-03-26,LTC,109.14237307244035,PROPHET
2022-03-27,LTC,110.03427397323179,PROPHET
2022-03-28,LTC,110.87318007825397,PROPHET
2022-03-29,LTC,111.65017417251812,PROPHET
2022-03-30,LTC,112.36079324526074,PROPHET
2022-03-31,LTC,113.00525847775262,PROPHET
2022-04-01,LTC,113.58856833581964,PROPHET
2022-04-02,LTC,114.12044851655651,PROPHET
2022-04-03,LTC,114.61515616270827,PROPHET
2022-04-04,LTC,115.091139583214,PROPHET
2022-04-05,LTC,115.57055860766393,PROPHET
2022-03-07,SOL,89.81683772543383,PROPHET
2022-03-08,SOL,89.7640156959808,PROPHET
2022-03-09,SOL,89.722954418664,PROPHET
2022-03-10,SOL,89.68860923441396,PROPHET
2022-03-11,SOL,89.65645133305199,PROPHET
2022-03-12,SOL,89.62260486121737,PROPHET
2022-03-13,SOL,89.58396206924851,PROPHET
2022-03-14,SOL,89.53827369913648,PROPHET
2022-03-15,SOL,89.48421261802758,PROPHET
2022-03-16,SOL,89.42140953690091,PROPHET
2022-03-17,SOL,89.35046049622137,PROPHET
2022-03-18,SOL,89.27290662384713,PROPHET
2022-03-19,SOL,89.19118745129586,PROPHET
2022-03-20,SOL,89.10856979044875,PROPHET
2022-03-21,SOL,89.02905480448936,PROPHET
2022-03-22,SOL,88.9572664379087,PROPHET
2022-03-23,SOL,88.89832478837393,PROPHET
2022-03-24,SOL,88.85770829888949,PROPHET
2022-03-25,SOL,88.84110881811749,PROPHET
2022-03-26,SOL,88.85428361839391,PROPHET
2022-03-27,SOL,88.90290837935044,PROPHET
2022-03-28,SOL,88.99243494668914,PROPHET
2022-03-29,SOL,89.12795737172124,PROPHET
2022-03-30,SOL,89.31408934146911,PROPHET
2022-03-31,SOL,89.55485563759085,PROPHET
2022-04-01,SOL,89.85359973365604,PROPHET
2022-04-02,SOL,90.2129090734929,PROPHET
2022-04-03,SOL,90.63455898862176,PROPHET
2022-04-04,SOL,91.11947563020667,PROPHET
2022-04-05,SOL,91.66771772944422,PROPHET
2022-03-07,XRP,0.7227739393539354,PROPHET
2022-03-08,XRP,0.7126591762471504,PROPHET
2022-03-09,XRP,0.7029958470896479,PROPHET
2022-03-10,XRP,0.694009810203878,PROPHET
2022-03-11,XRP,0.685932936290193,PROPHET
2022-03-12,XRP,0.6789994513704664,PROPHET
2022-03-13,XRP,0.6734420435578584,PROPHET
2022-03-14,XRP,0.669487814359435,PROPHET
2022-03-15,XRP,0.6673541616322114,PROPHET
2022-03-16,XRP,0.6672446854924875,PROPHET
2022-03-17,XRP,0.6693452102803037,PROPHET
2022-03-18,XRP,0.6738200150204297,PROPHET
2022-03-19,XRP,0.6808083616935475,PROPHET
2022-03-20,XRP,0.6904214050911939,PROPHET
2022-03-21,XRP,0.7027395602105511,PROPHET
2022-03-22,XRP,0.7178103932403178,PROPHET
2022-03-23,XRP,0.7356470904563847,PROPHET
2022-03-24,XRP,0.7562275460908117,PROPHET
2022-03-25,XRP,0.7794940958119336,PROPHET
2022-03-26,XRP,0.8053539072491959,PROPHET
2022-03-27,XRP,0.8336800234132871,PROPHET
2022-03-28,XRP,0.8643130393290839,PROPHET
2022-03-29,XRP,0.8970633771362807,PROPHET
2022-03-30,XRP,0.9317141107180562,PROPHET
2022-03-31,XRP,0.9680242779887477,PROPHET
2022-04-01,XRP,1.0057326076403998,PROPHET
2022-04-02,XRP,1.0445615777318265,PROPHET
2022-04-03,XRP,1.0842217162369356,PROPHET
2022-04-04,XRP,1.1244160487494126,PROPHET
2022-04-05,XRP,1.1648445960891958,PROPHET
